district name,market name,commodity,min price (rs./quintal),max price (rs./quintal),modal price (rs./quintal),price date
Bangalore,Bangalore,Wheat,2500,3500,3000,2020-01-01
Bangalore,Bangalore,Wheat,2500,3500,3000,2020-01-02
Bangalore,Bangalore,Wheat,2500,3500,3000,2020-01-03
Bangalore,Bangalore,Wheat,2500,3500,3000,2020-01-04
Bangalore,Bangalore,Wheat,2500,3500,3000,2020-01-06
Bangalore,Bangalore,Wheat,2500,3500,3000,2020-01-07
Bangalore,Bangalore,Wheat,2500,3500,3000,2020-01-08
Bangalore,Bangalore,Wheat,2500,3500,3000,2020-01-09
Bangalore,Bangalore,Wheat,2500,3500,3000,2020-01-10
Bangalore,Bangalore,Wheat,2500,3500,3000,2020-01-13
Bangalore,Bangalore,Wheat,2500,3500,3000,2020-01-14
Bangalore,Bangalore,Wheat,2500,3500,3000,2020-01-16
Bangalore,Bangalore,Wheat,2500,3500,3000,2020-01-17
Bangalore,Bangalore,Wheat,2500,3500,3000,2020-01-18
Bangalore,Bangalore,Wheat,2500,3500,3000,2020-01-20
Bangalore,Bangalore,Wheat,2500,3500,3000,2020-01-21
Bangalore,Bangalore,Wheat,2900,3400,3150,2020-01-22
Bangalore,Bangalore,Wheat,2900,3400,3150,2020-01-23
Bangalore,Bangalore,Wheat,2900,3400,3150,2020-01-24
Bangalore,Bangalore,Wheat,2900,3400,3150,2020-01-27
Bangalore,Bangalore,Wheat,2900,3400,3150,2020-01-28
Bangalore,Bangalore,Wheat,2900,3400,3150,2020-01-29
Bangalore,Bangalore,Wheat,2900,3400,3150,2020-01-30
Bangalore,Bangalore,Wheat,2900,3400,3150,2020-01-31
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-01
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-03
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-04
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-05
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-06
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-07
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-10
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-11
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-12
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-13
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-14
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-15
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-17
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-18
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-19
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-20
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-24
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-25
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-26
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-27
Bangalore,Bangalore,Wheat,3200,3600,3500,2020-02-28
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-02-29
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-03-02
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-03-03
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-03-04
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-03-05
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-03-06
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-03-07
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-03-09
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-03-10
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-03-11
Bangalore,Bangalore,Wheat,3200,3800,3500,2020-03-12
Bangalore,Bangalore,Wheat,3000,3500,3250,2020-03-13
Bangalore,Bangalore,Wheat,3000,3500,3250,2020-03-16
Bangalore,Bangalore,Wheat,3000,3500,3250,2020-03-17
Bangalore,Bangalore,Wheat,3000,3500,3250,2020-03-18
Bangalore,Bangalore,Wheat,3000,3500,3250,2020-03-19
Bangalore,Bangalore,Wheat,3000,3500,3250,2020-03-20
Bangalore,Bangalore,Wheat,3000,3500,3250,2020-03-21
Bangalore,Bangalore,Wheat,3000,3500,3250,2020-03-23
Bangalore,Bangalore,Wheat,3000,3500,3250,2020-03-24
Bangalore,Bangalore,Wheat,3000,3500,3250,2020-03-30
Bangalore,Bangalore,Wheat,3000,3200,3100,2020-03-31
Bangalore,Bangalore,Wheat,3000,3500,3250,2020-04-01
Bangalore,Bangalore,Wheat,3000,3500,3250,2020-04-02
Bangalore,Bangalore,Wheat,2500,3400,2950,2020-04-04
Bangalore,Bangalore,Wheat,2800,3000,2900,2020-04-07
Bangalore,Bangalore,Wheat,2800,3000,2900,2020-04-08
Bangalore,Bangalore,Wheat,2800,3000,2900,2020-04-09
Bangalore,Bangalore,Wheat,2800,3000,2900,2020-04-13
Bangalore,Bangalore,Wheat,2800,3000,2900,2020-04-16
Bangalore,Bangalore,Wheat,2700,3500,3100,2020-04-18
Bangalore,Bangalore,Wheat,2800,3100,2950,2020-04-21
Bangalore,Bangalore,Wheat,3000,3200,3100,2020-04-23
Bangalore,Bangalore,Wheat,2700,2900,2800,2020-04-28
Bangalore,Bangalore,Wheat,2700,2900,2800,2020-04-30
Bangalore,Bangalore,Wheat,2700,2900,2800,2020-05-02
Bangalore,Bangalore,Wheat,2700,2900,2800,2020-05-05
Bangalore,Bangalore,Wheat,2700,2900,2800,2020-05-07
Bangalore,Bangalore,Wheat,2800,3200,3000,2020-05-12
Bangalore,Bangalore,Wheat,2800,3200,3000,2020-05-14
Bangalore,Bangalore,Wheat,2800,3100,2950,2020-05-16
Bangalore,Bangalore,Wheat,2800,3100,2950,2020-05-19
Bangalore,Bangalore,Wheat,2800,3100,2950,2020-05-21
Bangalore,Bangalore,Wheat,3000,3200,3100,2020-05-22
Bangalore,Bangalore,Wheat,2800,3100,2950,2020-05-26
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-05-28
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-05-30
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-01
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-02
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-03
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-04
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-05
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-06
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-08
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-09
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-10
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-11
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-12
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-15
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-16
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-17
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-18
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-19
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-20
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-22
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-23
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-24
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-25
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-26
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-29
Bangalore,Bangalore,Wheat,2600,3300,2950,2020-06-30
